timestamp,rainfall_mm,soil_moisture_pct,ground_tilt_deg,displacement_mm,vibration_g,crack_growth_mm,risk_score,status
2026-01-11 12:00:00,12.96,44.79,0.382,0.16,0.25,0.21,12.72,SAFE
2026-01-11 18:00:00,26.04,48.07,2.33,2.74,0.278,0.5,23.69,SAFE
2026-01-12 00:00:00,29.31,37.7,1.145,3.85,0.266,0.78,21.61,SAFE
2026-01-12 06:00:00,13.46,46.12,1.63,2.66,0.226,0.34,18.87,SAFE
2026-01-12 12:00:00,3.8,41.11,1.034,4.06,0.119,0.09,14.8,SAFE
2026-01-12 18:00:00,5.8,37.57,0.831,0.14,0.256,0.18,11.82,SAFE
2026-01-13 00:00:00,24.68,37.56,2.199,0.17,0.194,0.53,18.32,SAFE
2026-01-13 06:00:00,13.96,33.45,0.886,0.21,0.119,0.3,11.5,SAFE
2026-01-13 12:00:00,14.21,35.78,0.0,2.7,0.141,0.46,12.97,SAFE
2026-01-13 18:00:00,8.6,41.55,0.392,2.18,0.41,0.4,16.05,SAFE
2026-01-14 00:00:00,8.46,31.02,1.338,1.58,0.0,0.46,12.36,SAFE
2026-01-14 06:00:00,32.66,48.51,1.665,0.95,0.275,0.85,22.4,SAFE
2026-01-14 12:00:00,25.25,34.39,0.158,3.41,0.0,0.68,14.68,SAFE
2026-01-14 18:00:00,11.67,37.31,0.503,0.0,0.16,0.17,10.56,SAFE
2026-01-15 00:00:00,19.67,42.06,0.747,3.72,0.137,0.27,16.76,SAFE
2026-01-15 06:00:00,22.03,59.17,0.941,6.39,0.0,0.45,22.06,SAFE
2026-01-15 12:00:00,50.22,41.43,0.741,4.06,0.297,0.72,24.08,SAFE
2026-01-15 18:00:00,7.88,47.83,0.502,2.27,0.12,0.09,13.22,SAFE
2026-01-16 00:00:00,21.84,43.04,0.683,1.35,0.0,0.38,13.68,SAFE
2026-01-16 06:00:00,32.56,48.3,1.926,0.0,0.316,0.51,21.18,SAFE
2026-01-16 12:00:00,46.65,50.76,2.206,2.43,0.415,0.64,27.94,SAFE
2026-01-16 18:00:00,11.22,41.7,0.9,0.0,0.351,0.28,14.46,SAFE
2026-01-17 00:00:00,13.83,38.35,0.775,0.0,0.221,0.58,13.79,SAFE
2026-01-17 06:00:00,28.76,54.38,1.416,5.02,0.213,0.58,24.62,SAFE
2026-01-17 12:00:00,4.92,33.38,0.317,1.66,0.319,0.7,13.9,SAFE
2026-01-17 18:00:00,23.29,50.38,0.416,2.73,0.398,0.51,20.14,SAFE
2026-01-18 00:00:00,61.4,50.14,1.247,3.61,0.409,0.88,29.32,SAFE
2026-01-18 06:00:00,24.92,42.55,0.804,1.99,0.087,0.5,16.24,SAFE
2026-01-18 12:00:00,2.06,28.16,0.023,2.55,0.178,0.27,9.89,SAFE
2026-01-18 18:00:00,9.62,41.26,1.087,1.43,0.222,0.39,15.24,SAFE
2026-01-19 00:00:00,11.49,48.79,1.518,2.37,0.0,0.71,17.59,SAFE
2026-01-19 06:00:00,37.35,46.41,0.361,2.57,0.281,0.5,19.78,SAFE
2026-01-19 12:00:00,16.58,38.93,1.116,1.32,0.456,0.55,18.65,SAFE
2026-01-19 18:00:00,3.86,28.43,0.716,0.0,0.235,0.28,9.95,SAFE
2026-01-20 00:00:00,17.94,39.14,1.362,0.0,0.363,0.13,15.64,SAFE
2026-01-20 06:00:00,20.5,30.41,1.16,1.63,0.213,0.58,15.98,SAFE
2026-01-20 12:00:00,12.64,32.66,0.01,1.72,0.166,0.58,12.06,SAFE
2026-01-20 18:00:00,8.34,39.26,0.066,0.0,0.212,0.15,9.77,SAFE
2026-01-21 00:00:00,65.46,65.18,1.999,4.22,0.183,0.98,32.7,SAFE
2026-01-21 06:00:00,32.63,65.1,2.107,2.71,0.1,0.28,23.87,SAFE
2026-01-21 12:00:00,34.51,41.94,0.0,0.0,0.371,0.39,15.77,SAFE
2026-01-21 18:00:00,16.61,50.36,1.341,0.46,0.348,0.59,19.12,SAFE
2026-01-22 00:00:00,11.07,40.25,1.832,2.16,0.053,0.25,15.63,SAFE
2026-01-22 06:00:00,13.11,38.14,0.929,2.24,0.292,0.16,15.43,SAFE
2026-01-22 12:00:00,6.08,39.98,1.295,0.0,0.152,0.31,12.69,SAFE
2026-01-22 18:00:00,49.62,51.31,1.201,3.72,0.29,0.7,26.15,SAFE
2026-01-23 00:00:00,17.09,41.24,1.024,3.39,0.239,0.32,17.87,SAFE
2026-01-23 06:00:00,42.8,45.84,0.436,4.31,0.355,0.85,24.34,SAFE
2026-01-23 12:00:00,13.6,29.56,0.0,1.54,0.187,0.15,10.12,SAFE
2026-01-23 18:00:00,25.16,32.25,1.913,1.56,0.37,0.34,19.29,SAFE
2026-01-24 00:00:00,21.28,46.38,0.494,1.12,0.23,0.48,16.08,SAFE
2026-01-24 06:00:00,5.52,34.83,0.58,1.98,0.236,0.44,13.36,SAFE
2026-01-24 12:00:00,53.51,47.95,0.793,3.97,0.157,1.06,25.39,SAFE
2026-01-24 18:00:00,13.91,39.51,0.063,2.64,0.437,0.25,15.76,SAFE
2026-01-25 00:00:00,7.26,42.89,0.809,1.56,0.221,0.46,14.84,SAFE
2026-01-25 06:00:00,28.91,45.51,0.81,3.67,0.293,0.41,20.59,SAFE
2026-01-25 12:00:00,18.6,36.36,1.399,2.07,0.0,0.75,16.17,SAFE
2026-01-25 18:00:00,23.67,51.16,1.543,3.36,0.099,0.28,19.89,SAFE
2026-01-26 00:00:00,19.93,52.43,1.383,3.3,0.338,0.68,23.05,SAFE
2026-01-26 06:00:00,2.33,39.21,1.009,0.0,0.189,0.11,11.0,SAFE
2026-01-26 12:00:00,9.35,44.81,2.073,0.0,0.0,0.67,15.6,SAFE
2026-01-26 18:00:00,9.06,46.59,0.216,3.77,0.293,0.42,16.91,SAFE
2026-01-27 00:00:00,34.18,53.85,1.377,3.09,0.153,0.43,22.02,SAFE
2026-01-27 06:00:00,19.09,45.41,1.936,0.0,0.358,0.34,18.87,SAFE
2026-01-27 12:00:00,26.17,47.56,2.156,1.24,0.192,0.65,21.41,SAFE
2026-01-27 18:00:00,14.54,43.29,0.066,2.88,0.204,0.56,15.51,SAFE
2026-01-28 00:00:00,27.03,35.97,1.068,1.93,0.346,0.51,18.75,SAFE
2026-01-28 06:00:00,16.63,45.23,2.05,1.06,0.076,0.41,17.34,SAFE
2026-01-28 12:00:00,15.77,30.56,1.44,3.89,0.062,0.53,16.64,SAFE
2026-01-28 18:00:00,21.18,36.22,1.318,0.49,0.169,0.48,15.34,SAFE
2026-01-29 00:00:00,19.93,50.5,1.006,0.8,0.289,0.21,17.05,SAFE
2026-01-29 06:00:00,78.51,66.01,1.945,5.24,0.147,1.0,35.03,SAFE
2026-01-29 12:00:00,9.27,48.38,1.169,2.05,0.0,0.35,14.71,SAFE
2026-01-29 18:00:00,4.96,34.69,0.713,1.99,0.259,0.48,13.98,SAFE
2026-01-30 00:00:00,23.32,34.4,1.19,3.53,0.124,0.77,18.71,SAFE
2026-01-30 06:00:00,10.37,36.64,1.042,1.82,0.124,0.46,14.19,SAFE
2026-01-30 12:00:00,2.01,36.36,0.362,1.83,0.0,0.28,9.48,SAFE
2026-01-30 18:00:00,7.59,37.98,1.309,0.99,0.084,0.43,13.34,SAFE
2026-01-31 00:00:00,155.37,78.03,7.994,13.12,0.697,2.92,82.16,CRITICAL
2026-01-31 06:00:00,62.75,59.41,2.569,11.16,0.601,1.37,45.49,WARNING
2026-01-31 12:00:00,91.77,48.64,3.409,9.16,0.66,1.32,48.0,WARNING
2026-01-31 18:00:00,155.09,61.18,6.342,13.7,0.848,2.26,75.07,CRITICAL
2026-02-01 00:00:00,77.42,54.2,5.133,12.54,0.553,2.35,57.53,WARNING
2026-02-01 06:00:00,179.26,77.81,5.756,19.76,0.749,3.01,84.6,CRITICAL
2026-02-01 12:00:00,109.83,47.64,5.354,7.95,0.736,2.59,59.3,WARNING
2026-02-01 18:00:00,143.68,70.36,4.774,12.49,0.62,3.24,71.3,CRITICAL
2026-02-02 00:00:00,85.03,53.59,5.68,16.0,0.554,2.57,64.04,WARNING
2026-02-02 06:00:00,99.47,60.42,4.697,16.67,0.863,3.09,70.13,CRITICAL
2026-02-02 12:00:00,105.87,76.16,4.414,17.59,0.892,2.53,71.68,CRITICAL
2026-02-02 18:00:00,80.23,58.34,5.797,9.92,0.81,2.74,61.56,WARNING
2026-02-03 00:00:00,112.22,60.76,4.289,13.09,0.412,2.58,60.75,WARNING
2026-02-03 06:00:00,92.28,44.08,4.111,12.59,0.737,2.67,58.4,WARNING
2026-02-03 12:00:00,111.17,47.82,4.769,10.22,0.539,2.77,59.01,WARNING
2026-02-03 18:00:00,73.74,54.18,3.097,15.52,0.587,2.71,56.66,WARNING
2026-02-04 00:00:00,62.66,58.0,3.246,12.56,0.765,2.05,52.54,WARNING
2026-02-04 06:00:00,117.25,69.56,5.368,12.23,0.655,2.25,65.74,WARNING
2026-02-04 12:00:00,142.94,63.84,4.939,14.16,0.806,2.47,71.27,CRITICAL
2026-02-04 18:00:00,104.2,64.0,4.908,10.35,0.634,2.39,60.56,WARNING
2026-02-05 00:00:00,120.03,65.15,2.741,12.26,0.465,2.34,57.34,WARNING
2026-02-05 06:00:00,112.04,68.13,6.782,17.6,0.677,3.1,77.18,CRITICAL
2026-02-05 12:00:00,90.37,61.12,4.166,16.81,0.935,2.81,67.57,WARNING
2026-02-05 18:00:00,90.92,69.32,3.908,14.19,0.546,3.41,63.97,WARNING
2026-02-06 00:00:00,82.29,69.43,2.928,12.79,0.765,1.63,54.56,WARNING
2026-02-06 06:00:00,22.51,25.96,1.557,1.63,0.184,1.02,17.88,SAFE
2026-02-06 12:00:00,14.95,25.77,0.0,5.8,0.064,0.34,13.44,SAFE
2026-02-06 18:00:00,15.43,36.14,1.532,2.36,0.066,0.43,15.82,SAFE
2026-02-07 00:00:00,46.85,50.09,0.599,2.26,0.417,0.69,23.89,SAFE
2026-02-07 06:00:00,15.61,44.83,1.118,0.74,0.162,0.45,15.54,SAFE
2026-02-07 12:00:00,23.01,45.67,1.131,0.74,0.393,0.63,19.57,SAFE
2026-02-07 18:00:00,3.48,33.42,1.681,2.58,0.095,0.22,14.01,SAFE
2026-02-08 00:00:00,53.61,59.29,1.64,3.13,0.292,1.16,30.11,SAFE
2026-02-08 06:00:00,33.13,52.81,0.91,2.85,0.503,0.64,24.62,SAFE
2026-02-08 12:00:00,17.84,42.0,0.767,1.8,0.059,0.46,14.57,SAFE
2026-02-08 18:00:00,14.46,46.37,1.951,2.82,0.0,0.21,17.25,SAFE
2026-02-09 00:00:00,27.81,45.81,1.676,1.12,0.36,0.61,21.54,SAFE
2026-02-09 06:00:00,39.82,43.81,1.247,1.38,0.13,0.65,19.8,SAFE
2026-02-09 12:00:00,54.07,57.19,1.608,4.04,0.256,0.74,28.72,SAFE
2026-02-09 18:00:00,32.42,46.15,0.287,3.52,0.145,0.45,18.34,SAFE
2026-02-10 00:00:00,19.59,41.28,1.425,2.48,0.221,0.92,20.33,SAFE
2026-02-10 06:00:00,35.71,56.74,0.211,1.57,0.107,0.58,18.33,SAFE
2026-02-10 12:00:00,31.53,27.93,1.894,3.59,0.191,0.32,19.56,SAFE
2026-02-10 18:00:00,19.65,31.36,1.244,0.87,0.243,0.31,14.73,SAFE
2026-02-11 00:00:00,30.92,36.58,3.027,1.76,0.091,0.56,21.7,SAFE
2026-02-11 06:00:00,30.54,42.23,0.58,1.11,0.127,0.66,16.48,SAFE
2026-02-11 12:00:00,17.77,38.9,1.048,3.84,0.144,0.51,17.88,SAFE
2026-02-11 18:00:00,12.44,28.43,2.283,2.57,0.003,0.47,15.9,SAFE
2026-02-12 00:00:00,28.8,37.32,2.152,3.35,0.157,0.43,21.11,SAFE
2026-02-12 06:00:00,7.96,31.52,0.456,3.27,0.18,0.36,13.27,SAFE
2026-02-12 12:00:00,6.49,54.28,1.074,5.54,0.115,0.12,18.78,SAFE
2026-02-12 18:00:00,23.26,55.06,1.22,0.0,0.164,0.37,17.23,SAFE
2026-02-13 00:00:00,28.28,41.17,1.506,1.31,0.204,0.37,18.23,SAFE
2026-02-13 06:00:00,23.14,39.86,0.727,1.23,0.118,0.26,14.09,SAFE
2026-02-13 12:00:00,24.91,34.93,1.186,0.97,0.283,0.69,17.7,SAFE
2026-02-13 18:00:00,27.96,30.59,0.185,0.78,0.378,0.66,15.58,SAFE
2026-02-14 00:00:00,46.96,49.21,1.74,2.9,0.188,0.94,25.91,SAFE
2026-02-14 06:00:00,32.79,38.51,1.705,0.81,0.274,0.6,19.94,SAFE
2026-02-14 12:00:00,32.14,44.69,1.219,3.11,0.186,0.73,21.45,SAFE
2026-02-14 18:00:00,22.03,30.85,0.066,2.18,0.238,0.15,12.66,SAFE
2026-02-15 00:00:00,22.61,36.9,1.899,2.85,0.383,0.63,22.14,SAFE
2026-02-15 06:00:00,16.72,41.39,1.356,2.6,0.244,0.43,18.35,SAFE
2026-02-15 12:00:00,24.41,45.37,0.731,3.13,0.0,0.61,17.08,SAFE
2026-02-15 18:00:00,7.62,40.36,0.741,0.82,0.22,0.36,13.23,SAFE
2026-02-16 00:00:00,47.1,40.83,0.597,6.54,0.392,0.59,26.17,SAFE
2026-02-16 06:00:00,9.54,44.03,0.254,1.83,0.142,0.04,11.85,SAFE
2026-02-16 12:00:00,32.74,39.88,1.013,0.0,0.335,0.46,17.7,SAFE
2026-02-16 18:00:00,43.35,53.3,2.44,1.66,0.154,0.82,25.8,SAFE
2026-02-17 00:00:00,32.69,45.39,0.941,0.02,0.037,0.72,16.33,SAFE
2026-02-17 06:00:00,71.95,48.39,2.543,4.62,0.311,0.82,33.41,SAFE
2026-02-17 12:00:00,2.49,33.58,0.468,0.94,0.0,0.05,7.66,SAFE
2026-02-17 18:00:00,13.09,41.74,1.209,0.95,0.147,0.23,14.2,SAFE
2026-02-18 00:00:00,42.88,53.01,1.473,6.16,0.39,0.65,29.5,SAFE
2026-02-18 06:00:00,6.26,36.02,1.524,2.14,0.0,0.03,12.24,SAFE
2026-02-18 12:00:00,9.78,48.85,0.602,2.58,0.016,0.06,13.02,SAFE
2026-02-18 18:00:00,26.78,50.62,0.181,0.94,0.08,0.37,14.54,SAFE
2026-02-19 00:00:00,19.42,39.42,0.182,0.47,0.181,0.45,12.76,SAFE
2026-02-19 06:00:00,25.67,48.47,0.89,2.34,0.157,0.3,17.73,SAFE
2026-02-19 12:00:00,20.62,55.13,0.297,2.29,0.359,0.43,19.07,SAFE
2026-02-19 18:00:00,21.98,55.76,1.483,0.0,0.308,0.65,20.36,SAFE
2026-02-20 00:00:00,10.6,29.8,0.665,1.26,0.231,0.09,11.37,SAFE
2026-02-20 06:00:00,21.49,35.39,2.849,2.1,0.21,0.42,20.89,SAFE
2026-02-20 12:00:00,13.79,49.81,0.0,1.37,0.225,0.55,14.87,SAFE
2026-02-20 18:00:00,15.27,32.48,1.217,0.54,0.077,0.31,12.29,SAFE
2026-02-21 00:00:00,32.45,36.13,0.595,1.81,0.318,0.49,17.77,SAFE
2026-02-21 06:00:00,5.97,33.51,0.562,1.03,0.028,0.48,10.3,SAFE
2026-02-21 12:00:00,1.49,38.42,0.926,1.21,0.253,0.16,12.62,SAFE
2026-02-21 18:00:00,30.89,44.17,0.0,3.45,0.354,0.77,20.37,SAFE
2026-02-22 00:00:00,21.5,37.33,1.353,3.7,0.218,0.54,19.56,SAFE
2026-02-22 06:00:00,43.32,44.14,2.912,2.72,0.215,0.66,26.66,SAFE
2026-02-22 12:00:00,10.0,33.21,0.663,0.82,0.218,0.41,12.41,SAFE
2026-02-22 18:00:00,17.36,34.4,1.294,2.52,0.0,0.47,14.84,SAFE
2026-02-23 00:00:00,19.95,57.36,1.877,2.91,0.226,0.62,23.3,SAFE
2026-02-23 06:00:00,11.67,40.82,0.895,0.93,0.16,0.24,13.25,SAFE
2026-02-23 12:00:00,8.97,44.08,0.555,2.63,0.162,0.32,14.55,SAFE
2026-02-23 18:00:00,31.94,41.8,0.0,4.07,0.299,0.57,19.46,SAFE
2026-02-24 00:00:00,5.43,35.44,1.347,3.21,0.152,0.39,15.56,SAFE
2026-02-24 06:00:00,7.75,32.49,0.86,4.06,0.029,0.11,12.74,SAFE
2026-02-24 12:00:00,16.93,21.86,0.396,0.55,0.167,0.59,10.8,SAFE
2026-02-24 18:00:00,34.44,36.37,1.509,2.74,0.227,0.7,21.16,SAFE
2026-02-25 00:00:00,12.28,26.26,0.612,1.63,0.188,0.11,10.93,SAFE
2026-02-25 06:00:00,11.08,22.8,0.63,1.41,0.192,0.55,11.76,SAFE
2026-02-25 12:00:00,16.2,31.82,1.516,0.84,0.307,0.8,17.48,SAFE
2026-02-25 18:00:00,24.06,51.97,0.296,0.0,0.068,0.67,14.73,SAFE
2026-02-26 00:00:00,14.36,39.29,1.792,1.86,0.2,0.63,18.38,SAFE
2026-02-26 06:00:00,37.37,55.99,0.494,1.72,0.38,0.66,22.31,SAFE
2026-02-26 12:00:00,38.41,50.17,1.028,3.05,0.019,0.36,19.49,SAFE
2026-02-26 18:00:00,16.93,45.9,2.451,0.66,0.205,0.07,18.1,SAFE
2026-02-27 00:00:00,60.02,47.9,2.67,2.35,0.2,0.97,29.34,SAFE
2026-02-27 06:00:00,19.63,44.95,1.222,2.33,0.145,0.33,17.26,SAFE
2026-02-27 12:00:00,37.57,52.12,0.818,3.1,0.117,0.49,20.65,SAFE
2026-02-27 18:00:00,23.6,38.51,0.854,3.05,0.177,0.47,17.45,SAFE
2026-02-28 00:00:00,23.29,46.37,1.271,5.44,0.418,0.59,24.88,SAFE
2026-02-28 06:00:00,4.28,40.33,0.903,1.63,0.007,0.0,10.54,SAFE
2026-02-28 12:00:00,7.18,33.45,0.866,2.09,0.024,0.21,11.18,SAFE
2026-02-28 18:00:00,14.94,31.92,1.047,0.13,0.024,0.65,12.08,SAFE
2026-03-01 00:00:00,38.22,38.94,1.338,0.98,0.434,0.47,21.03,SAFE
2026-03-01 06:00:00,23.83,43.23,0.22,4.57,0.142,0.64,18.41,SAFE
2026-03-01 12:00:00,15.04,42.1,0.709,0.37,0.177,0.29,13.21,SAFE
2026-03-01 18:00:00,28.47,38.56,1.953,0.86,0.159,0.64,19.07,SAFE
2026-03-02 00:00:00,37.3,47.12,0.514,2.81,0.111,0.85,20.1,SAFE
2026-03-02 06:00:00,18.75,44.99,1.005,1.8,0.159,0.56,17.1,SAFE
2026-03-02 12:00:00,21.88,46.33,0.62,0.74,0.489,0.63,19.21,SAFE
2026-03-02 18:00:00,19.95,52.25,1.237,1.54,0.357,0.23,19.4,SAFE
2026-03-03 00:00:00,17.9,49.67,0.85,3.74,0.083,0.62,18.69,SAFE
2026-03-03 06:00:00,9.91,31.16,2.013,0.29,0.248,0.17,14.33,SAFE
2026-03-03 12:00:00,9.28,49.76,1.322,0.0,0.069,0.36,13.96,SAFE
2026-03-03 18:00:00,28.35,40.35,0.392,3.83,0.0,0.59,16.61,SAFE
2026-03-04 00:00:00,37.77,54.4,1.95,3.63,0.348,0.74,27.64,SAFE
2026-03-04 06:00:00,15.02,40.28,0.528,0.82,0.319,0.44,14.91,SAFE
2026-03-04 12:00:00,14.76,36.84,0.662,0.0,0.305,0.23,12.92,SAFE
2026-03-04 18:00:00,3.16,23.36,1.077,0.04,0.1,0.0,7.63,SAFE
2026-03-05 00:00:00,2.54,34.61,0.501,1.04,0.135,0.39,10.61,SAFE
2026-03-05 06:00:00,44.19,38.22,2.22,4.96,0.328,0.76,27.91,SAFE
2026-03-05 12:00:00,10.46,45.12,0.446,0.0,0.218,0.53,13.37,SAFE
2026-03-05 18:00:00,75.11,69.65,1.719,4.63,0.253,1.09,35.39,SAFE
2026-03-06 00:00:00,12.02,33.27,0.557,2.61,0.0,0.09,10.84,SAFE
2026-03-06 06:00:00,4.43,38.53,0.484,0.0,0.173,0.43,10.87,SAFE
2026-03-06 12:00:00,20.06,36.34,1.93,3.55,0.32,0.37,20.94,SAFE
2026-03-06 18:00:00,31.69,40.74,1.811,0.81,0.07,0.64,18.51,SAFE
2026-03-07 00:00:00,29.37,49.82,2.526,2.97,0.285,0.44,24.91,SAFE
2026-03-07 06:00:00,33.82,45.55,2.996,3.06,0.257,0.9,27.57,SAFE
2026-03-07 12:00:00,8.3,49.83,0.228,3.04,0.257,0.14,15.22,SAFE
2026-03-07 18:00:00,43.51,45.55,1.632,4.0,0.342,0.66,26.25,SAFE
2026-03-08 00:00:00,45.17,56.45,0.79,0.0,0.157,0.76,20.51,SAFE
2026-03-08 06:00:00,46.44,50.54,1.092,2.14,0.049,0.56,20.85,SAFE
2026-03-08 12:00:00,22.42,47.75,0.763,2.33,0.131,0.53,17.49,SAFE
2026-03-08 18:00:00,14.15,36.4,0.315,1.41,0.285,0.66,14.75,SAFE
2026-03-09 00:00:00,13.18,38.87,0.301,2.38,0.111,0.27,12.73,SAFE
2026-03-09 06:00:00,4.41,35.6,0.778,2.4,0.076,0.32,12.21,SAFE
2026-03-09 12:00:00,12.23,33.06,0.168,2.52,0.0,0.0,9.43,SAFE
2026-03-09 18:00:00,1.34,40.06,1.414,0.75,0.363,0.21,14.87,SAFE
2026-03-10 00:00:00,3.81,40.77,0.226,0.0,0.257,0.19,10.43,SAFE
2026-03-10 06:00:00,22.26,46.28,3.167,1.43,0.287,0.32,23.14,SAFE
2026-03-10 12:00:00,15.41,50.69,0.761,2.4,0.297,0.58,18.97,SAFE
2026-03-10 18:00:00,21.59,52.05,1.239,0.44,0.262,0.4,18.17,SAFE
2026-03-11 00:00:00,30.09,42.0,0.435,3.45,0.181,0.53,18.39,SAFE
2026-03-11 06:00:00,24.44,45.43,2.434,3.58,0.179,0.43,22.93,SAFE
2026-03-11 12:00:00,23.02,38.0,1.998,2.34,0.145,0.13,17.85,SAFE
2026-03-11 18:00:00,17.5,40.76,1.323,0.0,0.501,0.21,17.39,SAFE
2026-03-12 00:00:00,10.15,34.05,0.04,0.0,0.237,0.49,10.7,SAFE
2026-03-12 06:00:00,6.3,48.36,1.061,4.14,0.107,0.0,15.91,SAFE
2026-03-12 12:00:00,12.49,41.54,0.24,0.8,0.231,0.21,12.3,SAFE
2026-03-12 18:00:00,17.72,39.14,2.143,0.0,0.064,0.34,15.36,SAFE
2026-03-13 00:00:00,19.37,49.56,1.715,3.82,0.369,0.75,24.46,SAFE
2026-03-13 06:00:00,33.86,30.64,1.476,2.71,0.138,0.74,19.41,SAFE
2026-03-13 12:00:00,16.57,26.2,0.0,3.49,0.243,0.3,13.04,SAFE
2026-03-13 18:00:00,27.21,49.28,0.601,2.78,0.332,0.76,21.25,SAFE
2026-03-14 00:00:00,5.05,37.04,1.372,1.94,0.206,0.13,14.1,SAFE
2026-03-14 06:00:00,22.48,43.95,2.054,2.67,0.206,0.65,21.71,SAFE
2026-03-14 12:00:00,21.38,32.56,1.961,3.12,0.194,0.21,18.31,SAFE
2026-03-14 18:00:00,43.52,48.76,0.469,6.59,0.23,0.92,26.25,SAFE
2026-03-15 00:00:00,15.42,53.96,1.289,3.23,0.112,0.31,18.76,SAFE
2026-03-15 06:00:00,14.93,45.55,1.78,0.0,0.126,0.19,15.14,SAFE
2026-03-15 12:00:00,30.23,45.86,0.183,3.18,0.388,0.52,20.14,SAFE
2026-03-15 18:00:00,6.76,34.09,0.916,3.05,0.151,0.33,14.05,SAFE
2026-03-16 00:00:00,22.07,39.3,1.389,3.91,0.1,0.38,18.44,SAFE
2026-03-16 06:00:00,6.45,22.16,0.706,0.68,0.101,0.38,9.0,SAFE
2026-03-16 12:00:00,56.25,54.8,0.516,5.56,0.395,0.77,28.93,SAFE
2026-03-16 18:00:00,13.45,45.22,0.814,3.06,0.258,0.47,17.92,SAFE
2026-03-17 00:00:00,91.55,49.83,3.727,17.65,0.624,1.38,57.31,WARNING
